Id,Date,TotalSteps,TotalDistance,SedentaryMinutes,TotalActiveMinutes,Calories
4558609924,2016-04-24,8563,5.65999984741211,1045,395,2173
6962181067,2016-04-16,13217,8.73999977111816,741,333,2173
5553957443,2016-04-29,12764,8.32999992370605,709,331,2169
6962181067,2016-05-02,12912,8.53999996185303,655,370,2162
1503960366,2016-04-27,"",12.210000038147,1108,332,2159
4319703577,2016-05-07,7937,5.32999992370605,586,310,2158
5553957443,2016-05-05,14331,9.51000022888184,692,314,2156
1927972279,2016-04-13,356,0.25,986,32,2151
4445114986,2016-04-21,3809,2.55999994277954,756,215,2150
4445114986,2016-04-23,4363,2.9300000667572,1239,201,2149
2873212765,2016-04-16,9685,6.65000009536743,1087,353,2148
1644430081,2016-04-21,1223,0.889999985694885,1402,38,2140
4319703577,2016-04-13,8204,5.5,1234,119,2135
2347167796,2016-04-15,10465,6.92000007629395,720,309,2133
8253242879,2016-04-23,9282,6.26000022888184,1193,247,2132
4558609924,2016-05-11,9108,6.01999998092651,1081,359,2131
1844505072,2016-04-14,7937,5.25,843,373,2130
6775888955,2016-04-15,1282,0.920000016689301,976,58,2127
2320127002,2016-04-12,10725,7.48999977111816,1112,328,2124
3372868164,2016-04-21,8857,6.07000017166138,1037,403,2124
4445114986,2016-05-07,5183,3.58999991416931,866,138,2123
4558609924,2016-04-15,7795,5.15000009536743,1131,309,2121
4445114986,2016-05-05,3800,2.54999995231628,734,193,2120
4558609924,2016-04-17,9634,6.40000009536743,1110,330,2117
4558609924,2016-04-18,8940,5.90999984741211,1080,360,2116
5553957443,2016-05-03,12848,8.39000034332275,812,302,2116
4319703577,2016-04-12,7753,5.19999980926514,1440,0,2115
4445114986,2016-04-12,3276,2.20000004768372,787,196,2113
8253242879,2016-04-17,10204,7.90999984741211,1237,203,2112
1927972279,2016-04-18,244,0.170000001788139,1423,17,2111
5553957443,2016-04-22,11682,7.63000011444092,781,311,2105
6962181067,2016-05-09,12342,8.72000026702881,607,295,2105
4558609924,2016-04-30,10319,6.82000017166138,1111,329,2105
1927972279,2016-04-25,152,0.109999999403954,1303,12,2100
7007744171,2016-04-15,5273,3.52999997138977,1238,202,2098
4558609924,2016-04-27,9557,6.32000017166138,1087,353,2098
2873212765,2016-05-08,8168,5.53999996185303,1068,372,2096
4445114986,2016-04-13,2961,1.99000000953674,840,194,2095
2347167796,2016-04-25,9482,6.38000011444092,653,303,2095
3372868164,2016-04-27,7904,5.42000007629395,1057,383,2095
2873212765,2016-04-20,9202,6.30000019073486,1035,405,2094
4558609924,2016-04-22,9601,6.34999990463257,1122,318,2094
1927972279,2016-04-22,149,0.100000001490116,1430,10,2093
3372868164,2016-04-13,9715,6.63000011444092,1045,395,2093
5553957443,2016-04-26,11886,7.76000022888184,750,296,2093
4319703577,2016-04-30,8221,5.51999998092651,695,240,2092
6962181067,2016-04-22,10725,7.09000015258789,659,303,2086
6962181067,2016-05-04,10147,6.71000003814697,683,335,2086
4558609924,2016-04-23,6890,4.55000019073486,1122,318,2085
7007744171,2016-04-16,4631,3.09999990463257,1155,203,2076
6962181067,2016-05-03,12109,8.11999988555908,654,324,2072
4445114986,2016-04-25,3385,2.26999998092651,916,179,2070
4445114986,2016-05-04,2923,1.96000003814697,897,180,2070
2022484408,2016-04-23,6001,4.21000003814697,1191,249,2069
8792009665,2016-04-27,1758,1.12999999523163,900,112,2067
8792009665,2016-05-04,2283,1.46000003814697,848,129,2067
6775888955,2016-04-17,2497,1.78999996185303,1392,48,2067
4558609924,2016-05-02,7891,5.21999979019165,1057,383,2066
6962181067,2016-05-05,10524,6.96000003814697,591,341,2066
5553957443,2016-04-21,12346,8.0600004196167,801,266,2066
3372868164,2016-04-14,8844,6.03000020980835,1039,401,2065
1927972279,2016-04-16,0,0.0,1440,0,2064
1927972279,2016-04-21,0,0.0,1440,0,2064
1927972279,2016-04-30,0,0.0,1440,0,2064
2873212765,2016-04-15,8482,5.69999980926514,992,448,2063
1927972279,2016-04-17,0,0.0,1440,0,2063
1927972279,2016-04-19,0,0.0,1440,0,2063
1927972279,2016-04-20,0,0.0,1440,0,2063
1927972279,2016-04-27,0,0.0,1440,0,2063
1927972279,2016-04-29,0,0.0,1440,0,2063
1927972279,2016-05-05,0,0.0,1440,0,2063
1927972279,2016-05-08,0,0.0,1440,0,2063
1927972279,2016-05-09,0,0.0,1440,0,2063
1927972279,2016-05-10,0,0.0,1440,0,2063
1927972279,2016-05-11,0,0.0,1440,0,2063
1844505072,2016-04-21,8054,5.32000017166138,1117,323,2062
6290855005,2016-04-21,0,0.0,1440,0,2060
6290855005,2016-04-26,0,0.0,1440,0,2060
6290855005,2016-04-29,0,0.0,1440,0,2060
3372868164,2016-04-26,8283,5.78999996185303,1083,357,2057
6775888955,2016-04-24,2153,1.53999996185303,1400,40,2053
7007744171,2016-04-30,3761,2.51999998092651,1240,200,2051
7086361926,2016-04-24,3520,2.16000008583069,566,125,2049
2347167796,2016-04-21,10080,6.75,761,257,2048
6962181067,2016-04-19,10742,7.09999990463257,659,271,2046
3372868164,2016-04-29,9135,6.23000001907349,1038,402,2044
6117666160,2016-05-02,4933,3.73000001907349,1204,236,2044
8792009665,2016-04-12,2564,1.63999998569489,831,116,2044
8253242879,2016-04-12,9033,7.15999984741211,1244,196,2044
6962181067,2016-04-18,11404,7.53999996185303,689,293,2039
2347167796,2016-04-13,10352,7.01000022888184,676,246,2038
1503960366,2016-04-19,15506,9.88000011444092,775,345,2035
6962181067,2016-04-27,10320,6.82000017166138,697,324,2034
5553957443,2016-04-25,10946,7.19000005722046,732,263,2033
1844505072,2016-04-12,6697,4.42999982833862,1101,339,2030
6962181067,2016-04-17,10145,6.71000003814697,634,313,2027
5553957443,2016-04-12,11596,7.57000017166138,767,309,2026
2873212765,2016-04-23,9317,6.34999990463257,1077,363,2021
6117666160,2016-04-18,5153,3.91000008583069,759,241,2018
4702921684,2016-05-01,0,0.0,1440,0,2017
2873212765,2016-05-04,8278,5.55999994277954,1020,420,2015
8792009665,2016-05-02,1831,1.16999995708466,916,101,2015
3372868164,2016-04-18,6798,4.6399998664856,1070,370,2014
1503960366,2016-04-25,15355,9.80000019073486,814,303,2013
6962181067,2016-04-26,10433,6.90000009536743,680,297,2012
4020332650,2016-04-14,108,0.0799999982118607,1437,3,2011
2347167796,2016-04-14,10129,6.69999980926514,705,255,2010
3372868164,2016-04-25,5995,4.09000015258789,1024,416,2010
8792009665,2016-04-15,2483,1.5900000333786,937,126,2009
8253242879,2016-04-27,10232,8.18000030517578,1286,154,2008
2873212765,2016-04-13,7618,5.11999988555908,1028,412,2004
1503960366,2016-05-02,14727,9.71000003814697,798,333,2004
2320127002,2016-04-13,7275,4.90000009536743,1105,335,2003
6962181067,2016-04-30,10081,6.65999984741211,731,285,2002
5553957443,2016-04-28,11393,7.63000011444092,727,227,1999
4558609924,2016-04-16,7289,4.82000017166138,1112,328,1997
5553957443,2016-05-02,9769,6.38000011444092,724,259,1996
4020332650,2016-04-18,62,0.0399999991059303,1438,2,1995
2022484408,2016-05-07,6708,4.71000003814697,1269,171,1995
3372868164,2016-04-23,7396,5.07000017166138,1115,325,1995
6962181067,2016-04-12,10199,6.73999977111816,796,253,1994
6775888955,2016-04-28,703,0.5,1410,30,1993
1844505072,2016-04-28,6907,4.57000017166138,1138,302,1992
1503960366,2016-05-03,15103,9.65999984741211,816,328,1990
4020332650,2016-04-17,16,0.00999999977648258,1438,2,1990
8053475328,2016-05-02,1969,1.42999994754791,1345,95,1988
3372868164,2016-04-19,7711,5.26000022888184,1064,376,1985
4319703577,2016-04-15,5664,3.79999995231628,752,228,1985
1503960366,2016-04-12,13162,8.5,728,366,1985
2873212765,2016-04-12,8796,5.90999984741211,1061,379,1982
4020332650,2016-04-13,0,0.0,1440,0,1981
4020332650,2016-04-19,0,0.0,1440,0,1980
4020332650,2016-04-20,0,0.0,1440,0,1980
4020332650,2016-04-21,0,0.0,1440,0,1980
4020332650,2016-04-22,0,0.0,1440,0,1980
4020332650,2016-04-23,0,0.0,1440,0,1980
4020332650,2016-04-24,0,0.0,1440,0,1980
4020332650,2016-04-25,0,0.0,1440,0,1980
4020332650,2016-04-26,0,0.0,1440,0,1980
4020332650,2016-04-27,0,0.0,1440,0,1980
4020332650,2016-04-28,0,0.0,1440,0,1980
4020332650,2016-04-29,0,0.0,1440,0,1980
4020332650,2016-04-30,0,0.0,1440,0,1980
4020332650,2016-05-01,0,0.0,1440,0,1980
8253242879,2016-04-24,8905,7.13000011444092,1313,127,1976
8378563200,2016-05-12,4561,3.61999988555908,433,116,1976
4445114986,2016-04-20,2072,1.38999998569489,841,137,1974
4558609924,2016-05-07,8237,5.44000005722046,1116,272,1973
2320127002,2016-05-07,7379,4.96999979019165,1121,319,1972
3372868164,2016-04-28,5512,3.75999999046326,1055,385,1972
2873212765,2016-05-05,8314,5.6100001335144,1093,347,1971
2873212765,2016-04-21,8859,5.98000001907349,1057,383,1970
1503960366,2016-04-26,13755,8.78999996185303,833,333,1970
2873212765,2016-04-27,3516,2.35999989509583,1197,243,1966
7086361926,2016-04-23,2817,1.80999994277954,1350,90,1965
3372868164,2016-04-17,8199,5.88000011444092,1105,335,1964
8792009665,2016-04-14,1219,0.779999971389771,853,84,1963
2873212765,2016-05-10,8275,5.55999994277954,1067,373,1962
8792009665,2016-05-01,1619,1.03999996185303,834,79,1962
1503960366,2016-05-05,14070,8.89999961853027,857,319,1959
2873212765,2016-04-19,7948,5.36999988555908,1051,389,1956
4445114986,2016-04-19,2064,1.38999998569489,895,121,1954
4558609924,2016-05-03,5267,3.48000001907349,1172,268,1953
1503960366,2016-04-23,14371,9.03999996185303,732,324,1949
6962181067,2016-05-07,6815,4.5,745,328,1947
1503960366,2016-04-30,14673,9.25,712,303,1947
3372868164,2016-04-30,5250,3.57999992370605,1119,321,1946
2347167796,2016-04-22,7804,5.15999984741211,781,242,1946
4319703577,2016-04-23,4935,3.30999994277954,546,233,1945
2347167796,2016-04-18,8247,5.44999980926514,678,233,1944
8253242879,2016-04-13,8053,6.09999990463257,1298,142,1935
8792009665,2016-04-13,1320,0.839999973773956,806,82,1934
4445114986,2016-04-17,2268,1.51999998092651,1219,114,1933
8253242879,2016-04-20,6466,4.26999998092651,1201,239,1931
8792009665,2016-04-26,1321,0.850000023841858,1360,80,1928
2026352035,2016-05-05,12167,7.53999996185303,479,475,1926
4558609924,2016-04-14,6799,4.48999977111816,1161,279,1922
6775888955,2016-04-22,637,0.46000000834465,1420,20,1922
2320127002,2016-04-20,7192,4.84999990463257,1146,294,1922
5553957443,2016-04-27,10538,6.88000011444092,745,238,1922
3372868164,2016-04-24,6731,4.59000015258789,1127,313,1921
1503960366,2016-04-18,13019,8.59000015258789,1149,291,1921
4558609924,2016-04-29,7833,5.17999982833862,1096,241,1918
2026352035,2016-04-23,12357,7.71000003814697,458,432,1916
5553957443,2016-05-06,9632,6.28999996185303,761,259,1916
2873212765,2016-05-06,7063,4.75,1065,375,1910
8253242879,2016-04-25,6829,4.51000022888184,1261,179,1909
4558609924,2016-04-12,5135,3.39000010490417,1122,318,1909
3372868164,2016-04-15,7451,5.07999992370605,1105,335,1908
3372868164,2016-04-16,6905,4.73000001907349,1084,356,1908
2873212765,2016-04-25,7373,4.94999980926514,1081,359,1907
2873212765,2016-05-09,7726,5.19000005722046,1095,345,1906
2873212765,2016-05-03,7412,4.98000001907349,1070,370,1906
2320127002,2016-04-18,6559,4.42000007629395,1173,267,1905
2320127002,2016-05-11,6424,4.32999992370605,1140,300,1903
6117666160,2016-05-04,2997,2.25999999046326,1279,156,1902
2320127002,2016-05-10,6227,4.19999980926514,1150,290,1899
2873212765,2016-04-24,6873,4.67999982833862,1203,237,1898
1503960366,2016-04-28,13154,8.52999973297119,782,265,1898
2873212765,2016-05-07,4940,3.38000011444092,1302,138,1897
1503960366,2016-05-06,12159,8.02999973297119,754,319,1896
2873212765,2016-04-14,7910,5.32000017166138,1109,331,1893
2873212765,2016-04-18,7762,5.23999977111816,1122,318,1890
4558609924,2016-05-10,6435,4.25,1191,249,1889
8053475328,2016-05-01,1170,0.850000023841858,1389,51,1886
4319703577,2016-04-22,4500,3.01999998092651,709,196,1886
4319703577,2016-04-16,4744,3.1800000667572,724,194,1884
2873212765,2016-04-26,8242,5.53999996185303,1124,316,1882
2347167796,2016-04-17,5472,3.61999988555908,508,257,1882
4319703577,2016-04-24,4081,2.74000000953674,692,197,1880
8253242879,2016-04-16,9256,6.1399998664856,1268,172,1880
6117666160,2016-04-28,3403,2.59999990463257,758,141,1879
2873212765,2016-05-02,7525,5.05999994277954,1099,341,1878
2320127002,2016-05-03,7443,5.01999998092651,1204,236,1878
4558609924,2016-04-19,5401,3.5699999332428,1182,258,1876
2026352035,2016-05-09,10685,6.61999988555908,543,401,1869
3372868164,2016-04-20,4880,3.32999992370605,1148,292,1867
1503960366,2016-04-16,12669,8.15999984741211,773,267,1863
2347167796,2016-04-26,5980,3.95000004768372,732,227,1861
1844505072,2016-04-13,4929,3.25999999046326,1192,248,1860
1503960366,2016-05-10,12207,7.76999998092651,746,291,1859
1844505072,2016-04-29,4920,3.25,1082,247,1856
6962181067,2016-05-11,6722,4.44000005722046,709,230,1855
2347167796,2016-04-28,5439,3.59999990463257,764,229,1854
8253242879,2016-04-29,6260,4.26000022888184,1257,166,1854
2022484408,2016-05-12,9117,6.40999984741211,728,268,1853
2320127002,2016-04-17,6198,4.17999982833862,1191,249,1852
2320127002,2016-04-22,5583,3.75999999046326,1174,266,1851
6962181067,2016-05-06,5908,3.91000008583069,717,299,1850
8877689391,2016-05-12,8064,6.11999988555908,770,161,1849
2022484408,2016-05-08,3292,2.30999994277954,1305,135,1848
6775888955,2016-05-03,9,0.00999999977648258,1439,1,1843
4558609924,2016-05-04,5232,3.46000003814697,1188,252,1842
6775888955,2016-04-12,0,0.0,1440,0,1841
6775888955,2016-04-19,0,0.0,1440,0,1841
6775888955,2016-04-21,0,0.0,1440,0,1841
6775888955,2016-04-23,0,0.0,1440,0,1841
6775888955,2016-04-27,0,0.0,1440,0,1841
6775888955,2016-04-29,0,0.0,1440,0,1841
6775888955,2016-05-02,0,0.0,1440,0,1841
6775888955,2016-05-04,0,0.0,1440,0,1841
6775888955,2016-05-05,0,0.0,1440,0,1841
6117666160,2016-05-06,3365,2.6800000667572,673,133,1838
1503960366,2016-04-29,11181,7.15000009536743,815,271,1837
2873212765,2016-04-28,7913,5.40999984741211,1192,248,1835
5553957443,2016-04-16,5771,3.76999998092651,521,288,1831
2873212765,2016-04-30,8452,5.67999982833862,1167,273,1830
8253242879,2016-04-18,5151,3.48000001907349,1278,162,1829
1844505072,2016-04-22,5372,3.54999995231628,1220,220,1827
1503960366,2016-04-22,12764,8.13000011444092,1217,223,1827
2873212765,2016-05-11,6440,4.32999992370605,1121,319,1826
2320127002,2016-05-08,5161,3.48000001907349,1193,247,1821
1503960366,2016-05-07,11992,7.71000003814697,833,258,1821
1503960366,2016-05-01,10602,6.80999994277954,730,314,1820
1503960366,2016-05-09,12022,7.71999979019165,835,263,1819
1503960366,2016-05-04,11100,7.15000009536743,1179,261,1819
5577150313,2016-05-07,0,0.0,1440,0,1819
5577150313,2016-05-08,0,0.0,1440,0,1819
1844505072,2016-04-18,4597,3.03999996185303,1211,229,1814
8253242879,2016-04-26,4562,3.03999996185303,1299,141,1813
2320127002,2016-04-19,5997,4.03999996185303,1201,239,1811
2320127002,2016-04-23,5079,3.42000007629395,1129,242,1804
2320127002,2016-04-15,5205,3.50999999046326,1195,245,1801
8792009665,2016-04-24,400,0.259999990463257,1410,30,1799
1503960366,2016-04-13,10735,6.96999979019165,776,257,1797
1844505072,2016-04-17,4525,2.99000000953674,1231,209,1793
4319703577,2016-04-21,3702,2.48000001907349,1265,34,1792
4319703577,2016-05-08,3672,2.46000003814697,603,153,1792
3372868164,2016-04-12,4747,3.24000000953674,1160,280,1788
4558609924,2016-04-20,4803,3.17000007629395,1218,222,1788
1503960366,2016-04-24,10039,6.40999984741211,709,282,1788
1503960366,2016-04-20,10544,6.67999982833862,818,245,1786
1503960366,2016-05-11,12770,8.13000011444092,669,310,1783
2873212765,2016-04-29,7365,4.94999980926514,1191,249,1780
2320127002,2016-05-05,5202,3.50999999046326,1206,234,1780
2320127002,2016-04-30,4571,3.07999992370605,1206,234,1779
5553957443,2016-04-23,4112,2.69000005722046,443,272,1776
1503960366,2016-04-14,10460,6.73999977111816,1218,222,1776
4057192912,2016-04-14,0,0.0,1440,0,1776
1503960366,2016-04-21,9819,6.34000015258789,838,238,1775
1844505072,2016-04-30,4014,2.67000007629395,218,184,1763
8253242879,2016-04-19,4212,2.77999997138977,1276,164,1763
5553957443,2016-05-08,6083,4.0,505,221,1762
3977333714,2016-05-02,16520,11.0500001907349,713,343,1760
6962181067,2016-04-15,5563,3.6800000667572,837,217,1756
5553957443,2016-05-01,5164,3.36999988555908,436,237,1747
1503960366,2016-04-15,9762,6.28000020980835,726,272,1745
2320127002,2016-05-06,4878,3.28999996185303,1236,204,1742
1844505072,2016-05-03,4059,2.6800000667572,1256,184,1742
6962181067,2016-05-01,5454,3.60999989509583,722,215,1740
1503960366,2016-05-08,10060,6.57999992370605,574,255,1740
2873212765,2016-05-01,7399,4.96999979019165,1219,221,1739
2026352035,2016-05-06,8198,5.07999992370605,511,383,1736
1503960366,2016-04-17,9705,6.48000001907349,539,222,1728
1844505072,2016-04-15,3844,2.53999996185303,527,176,1725
2320127002,2016-04-24,4165,2.80999994277954,1236,204,1725
2320127002,2016-04-16,5057,3.41000008583069,1245,195,1724
4558609924,2016-05-06,3755,2.48000001907349,1238,202,1722
4558609924,2016-04-13,4978,3.28999996185303,1287,153,1722
8792009665,2016-04-16,244,0.159999996423721,1428,12,1721
8792009665,2016-04-21,144,0.0900000035762787,1431,9,1720
5553957443,2016-04-13,4832,3.16000008583069,647,226,1718
6962181067,2016-04-13,5652,3.74000000953674,548,174,1718
3977333714,2016-05-03,14335,9.59000015258789,594,346,1710
6962181067,2016-04-24,5029,3.3199999332428,720,199,1705
8253242879,2016-04-14,5234,3.46000003814697,1362,78,1705
2026352035,2016-05-11,8580,5.32000017166138,569,330,1698
5553957443,2016-05-04,4249,2.76999998092651,651,224,1698
2320127002,2016-04-14,3973,2.6800000667572,1249,191,1696
5553957443,2016-05-11,4926,3.22000002861023,628,195,1693
2026352035,2016-04-29,7604,4.71000003814697,492,352,1692
4558609924,2016-05-01,3428,2.26999998092651,1121,190,1692
2026352035,2016-05-02,7018,4.34999990463257,716,355,1690
8792009665,2016-04-17,0,0.0,1440,0,1688
8792009665,2016-04-18,0,0.0,1440,0,1688
8792009665,2016-04-19,0,0.0,1440,0,1688
8792009665,2016-04-25,0,0.0,1440,0,1688
8792009665,2016-05-05,0,0.0,1440,0,1688
8792009665,2016-05-06,0,0.0,1440,0,1688
8792009665,2016-05-07,0,0.0,1440,0,1688
8792009665,2016-05-08,0,0.0,1440,0,1688
8792009665,2016-05-09,0,0.0,1440,0,1688
5553957443,2016-04-18,3727,2.4300000667572,622,206,1683
1624580081,2016-04-27,8367,5.44000005722046,1233,207,1670
3372868164,2016-04-22,3843,2.61999988555908,1234,206,1669
3977333714,2016-05-09,14687,10.0799999237061,1159,281,1667
2026352035,2016-04-20,7222,4.48000001907349,623,327,1667
5577150313,2016-05-11,4038,3.03999996185303,257,123,1665
6962181067,2016-05-08,4188,2.76999998092651,709,165,1659
2026352035,2016-05-04,6564,4.07000017166138,530,345,1658
1844505072,2016-04-16,3414,2.25999999046326,1293,147,1657
1624580081,2016-04-30,6474,4.30000019073486,1182,258,1655
3977333714,2016-04-24,14112,10.0,660,254,1655
2320127002,2016-04-25,3588,2.42000007629395,1280,160,1654
8253242879,2016-04-22,2824,1.87000000476837,1320,120,1651
3977333714,2016-04-30,13238,9.19999980926514,687,289,1650
2026352035,2016-04-28,6375,3.95000004768372,626,331,1649
1844505072,2016-04-23,3570,2.35999989509583,1301,139,1645
3977333714,2016-04-19,12414,8.77999973297119,738,307,1638
3977333714,2016-04-23,12058,8.06999969482422,724,344,1638
7086361926,2016-04-16,31,0.00999999977648258,1437,3,1635
3977333714,2016-05-08,13585,9.09000015258789,688,296,1633
2320127002,2016-04-26,3409,2.29999995231628,1293,147,1632
8253242879,2016-04-15,2672,1.76999998092651,1335,105,1632
4319703577,2016-04-18,2276,1.54999995231628,824,68,1632
3977333714,2016-05-10,13072,8.77999973297119,676,312,1630
2320127002,2016-05-09,3090,2.07999992370605,1295,145,1630
7086361926,2016-04-17,0,0.0,1440,0,1629
3977333714,2016-05-04,13559,9.4399995803833,852,252,1628
3977333714,2016-04-16,13459,9.0,663,267,1625
4388161847,2016-05-12,3369,2.58999991416931,825,108,1623
3977333714,2016-05-05,12312,8.57999992370605,680,280,1618
1624580081,2016-04-24,6076,3.95000004768372,1221,219,1617
2320127002,2016-05-02,3634,2.45000004768372,1306,134,1613
2320127002,2016-04-21,3404,2.28999996185303,1302,138,1610
2026352035,2016-05-03,5992,3.72000002861023,981,304,1604
1624580081,2016-04-18,10536,7.40999984741211,1214,226,1604
2026352035,2016-04-26,5933,3.6800000667572,1018,288,1595
2026352035,2016-04-27,6088,3.76999998092651,586,286,1593
4319703577,2016-05-01,1251,0.839999973773956,836,67,1593
3977333714,2016-05-06,11677,8.27999973297119,676,252,1590
1844505072,2016-05-05,2237,1.48000001907349,1320,120,1589
3977333714,2016-04-18,11663,7.80000019073486,605,313,1584
8253242879,2016-04-28,2718,1.79999995231628,1393,47,1580
2026352035,2016-04-25,6017,3.73000001907349,821,260,1576
3977333714,2016-05-07,11550,7.73000001907349,703,294,1574
1624580081,2016-04-14,9107,5.92000007629395,1204,236,1572
5553957443,2016-04-20,2713,1.76999998092651,598,148,1570
3977333714,2016-04-25,11177,8.47999954223633,781,192,1570
1624580081,2016-04-23,8538,5.55000019073486,1213,227,1562
7007744171,2016-05-04,0,0.0,1440,0,1557
2026352035,2016-05-08,5528,3.45000004768372,610,258,1555
3977333714,2016-04-20,11658,7.82999992370605,845,264,1554
1624580081,2016-04-17,6175,4.05999994277954,1276,164,1554
3977333714,2016-04-26,11388,7.61999988555908,797,272,1551
1844505072,2016-05-04,2080,1.37000000476837,1353,87,1549
3977333714,2016-04-29,10645,7.75,744,218,1545
1844505072,2016-05-01,2573,1.70000004768372,585,82,1541
3977333714,2016-04-17,10415,6.96999979019165,600,274,1529
2873212765,2016-04-17,2524,1.70000004768372,1272,168,1529
4057192912,2016-04-15,3984,2.95000004768372,873,97,1527
2026352035,2016-04-13,4993,3.09999990463257,663,238,1521
5553957443,2016-04-24,1807,1.17999994754791,582,104,1507
2026352035,2016-04-30,4729,2.9300000667572,594,233,1506
8053475328,2016-05-12,4998,3.91000008583069,839,71,1505
3977333714,2016-05-01,10414,7.07000017166138,691,205,1501
1624580081,2016-05-02,7155,4.92999982833862,1261,179,1497
6117666160,2016-04-25,0,0.0,1440,0,1497
6117666160,2016-04-12,0,0.0,1440,0,1496
6117666160,2016-04-13,0,0.0,1440,0,1496
6117666160,2016-04-14,0,0.0,1440,0,1496
6117666160,2016-05-03,0,0.0,1440,0,1496
3977333714,2016-04-13,10035,6.71000003814697,754,230,1495
5553957443,2016-05-07,1868,1.22000002861023,902,96,1494
1624580081,2016-04-25,6497,4.21999979019165,1238,202,1492
2026352035,2016-05-07,4193,2.59999990463257,665,229,1491
2320127002,2016-04-27,1715,1.1599999666214,1358,82,1481
3977333714,2016-04-22,8911,5.96000003814697,731,233,1481
1624580081,2016-05-07,2104,1.37000000476837,1258,182,1474
2320127002,2016-04-28,1532,1.02999997138977,1364,76,1473
1624580081,2016-04-22,4026,2.61999988555908,1241,199,1470
3977333714,2016-04-15,9010,6.05999994277954,644,240,1468
1624580081,2016-04-21,6349,4.13000011444092,1254,186,1467
6962181067,2016-04-14,1551,1.02999997138977,862,86,1466
4319703577,2016-04-17,29,0.0199999995529652,1363,3,1464
1624580081,2016-04-16,5370,3.49000000953674,1264,176,1463
5553957443,2016-04-30,1202,0.779999971389771,506,84,1463
2026352035,2016-04-12,4414,2.74000000953674,706,192,1459
4558609924,2016-05-12,6307,4.17000007629395,736,247,1452
3977333714,2016-04-12,8856,5.98000001907349,777,194,1450
2026352035,2016-05-01,3609,2.27999997138977,716,191,1447
1624580081,2016-04-20,4974,3.23000001907349,1289,151,1446
2026352035,2016-04-15,3821,2.36999988555908,687,188,1444
1624580081,2016-04-19,2916,1.89999997615814,1299,141,1435
3977333714,2016-04-14,7641,5.1100001335144,801,242,1433
1624580081,2016-04-12,8163,5.30999994277954,1294,146,1432
2026352035,2016-04-14,3335,2.0699999332428,653,197,1431
2873212765,2016-05-12,7566,5.1100001335144,720,268,1431
1624580081,2016-05-08,3427,2.23000001907349,1288,152,1427
2320127002,2016-05-04,1201,0.810000002384186,1388,52,1426
2026352035,2016-04-18,3325,2.05999994277954,1062,182,1419
1624580081,2016-04-13,7007,4.55000019073486,1292,148,1411
2320127002,2016-04-29,924,0.620000004768372,1395,45,1410
3977333714,2016-04-28,7114,4.88000011444092,804,213,1407
1624580081,2016-04-29,2390,1.54999995231628,1290,150,1404
2320127002,2016-05-01,772,0.519999980926514,1400,40,1403
1624580081,2016-04-26,2826,1.8400000333786,1300,140,1402
2026352035,2016-04-24,3490,2.16000008583069,704,164,1401
1624580081,2016-04-28,2759,1.78999996185303,1320,120,1401
2026352035,2016-04-22,2915,1.80999994277954,712,162,1399
3977333714,2016-04-21,6093,4.07999992370605,712,242,1397
5553957443,2016-04-17,655,0.430000007152557,943,46,1397
1624580081,2016-05-10,2969,1.92999994754791,1301,139,1393
1927972279,2016-05-12,0,0.0,966,0,1383
3977333714,2016-04-27,7193,5.03999996185303,714,186,1377
2026352035,2016-04-16,2547,1.58000004291534,728,150,1373
1624580081,2016-05-05,2470,1.61000001430511,1323,117,1370
2026352035,2016-04-21,2467,1.52999997138977,749,153,1370
1624580081,2016-05-04,2193,1.42999994754791,1322,118,1368
1844505072,2016-04-19,197,0.129999995231628,1430,10,1366
2026352035,2016-05-12,8891,5.51000022888184,330,343,1364
1624580081,2016-05-11,3134,2.03999996185303,1328,112,1359
2026352035,2016-04-19,2424,1.5,785,141,1356
1844505072,2016-05-06,44,0.0299999993294477,1438,2,1351
1844505072,2016-04-20,8,0.00999999977648258,1439,1,1349
1844505072,2016-04-27,4,0.0,1439,1,1348
1844505072,2016-05-02,0,0.0,1440,0,1348
1844505072,2016-04-24,0,0.0,1440,0,1347
1844505072,2016-04-25,0,0.0,1440,0,1347
1844505072,2016-04-26,0,0.0,1440,0,1347
1844505072,2016-05-07,0,0.0,1440,0,1347
1844505072,2016-05-08,0,0.0,1440,0,1347
1844505072,2016-05-09,0,0.0,1440,0,1347
1844505072,2016-05-10,0,0.0,1440,0,1347
1844505072,2016-05-11,0,0.0,1440,0,1347
1624580081,2016-04-15,1510,0.980000019073486,1344,96,1344
1624580081,2016-05-06,1727,1.12000000476837,1338,102,1341
1624580081,2016-05-03,2100,1.37000000476837,1344,96,1334
1624580081,2016-05-09,1732,1.12999999523163,1349,91,1328
1644430081,2016-05-11,1329,0.970000028610229,713,49,1276
6117666160,2016-05-09,4477,3.38000011444092,125,197,1248
4702921684,2016-05-12,2752,2.23000001907349,241,68,1240
3372868164,2016-05-01,3077,2.09999990463257,842,172,1237
2026352035,2016-04-17,838,0.519999980926514,1053,60,1214
4445114986,2016-05-12,768,0.519999980926514,380,58,1212
7086361926,2016-05-12,3789,2.55999994277954,343,67,1199
2026352035,2016-05-10,254,0.159999996423721,1002,17,1141
2320127002,2016-05-12,2661,1.78999996185303,830,128,1125
4020332650,2016-05-12,590,0.419999986886978,721,21,1120
6775888955,2016-05-07,1967,1.4099999666214,551,56,1032
